customer_id,first_name,last_name,email,city,region,signup_date
GH-CUST-00030,Adjoa,Agyeman,adjoa.agyeman612@example.com,Tema,GH,12.11.2024
GH-CUST-00031,Kwaku,Amoah,kwaku.amoah827@example.com,Tema,GH,08-Apr-2023
GH-CUST-00032,Prince,Nkrumah,prince.nkrumah798@example.com,Ho,GH,21.09.2023
GH-CUST-00033,Comfort,Ofori,comfort.ofori801@example.com,Takoradi,GH,06-May-2023
GH-CUST-00034,Kojo,Nkrumah,kojo.nkrumah712@example.com,Tema,GH,2024-07-20 00:00:00
GH-CUST-00035,Nana,Agyeman,nana.agyeman307@example.com,Bolgatanga,GH,2024-03-25 00:00:00
GH-CUST-00036,Akosua,Boateng,akosua.boateng163@example.com,Cape Coast,GH,26.05.2023
GH-CUST-00037,Efua,Adjei,efua.adjei594@example.com,Accra,GH,02-Apr-2025
GH-CUST-00038,Esi,Osei,esi.osei932@example.com,Cape Coast,GH,20.10.2023
GH-CUST-00039,Emmanuel,Amoah,emmanuel.amoah317@example.com,Accra,GH,16.02.2023
GH-CUST-00040,Kwabena,Frimpong,kwabena.frimpong951@example.com,Koforidua,GH,02/10/2023 00:00
GH-CUST-00041,Adjoa,Amoah,adjoa.amoah442@example.com,Koforidua,GH,02/17/2025 00:00
GH-CUST-00042,Kwesi,Adu,kwesi.adu585@example.com,Koforidua,GH,27.09.2025
GH-CUST-00043,Kofi,Mensah,kofi.mensah29@example.com,Bolgatanga,GH,20.03.2025
GH-CUST-00044,Yaw,Adjei,yaw.adjei500@example.com,Accra,GH,12/14/2023 00:00
GH-CUST-00045,Efua,Ofori,efua.ofori372@example.com,Kumasi,GH,27.03.2023
GH-CUST-00046,Yaw,Owusu,yaw.owusu52@example.com,Koforidua,GH,11/17/2025 00:00
GH-CUST-00047,Prince,Osei,prince.osei54@example.com,Tamale,GH,21.10.2023
GH-CUST-00048,Kofi,Agyeman,kofi.agyeman30@example.com,Bolgatanga,GH,01/09/2023 00:00
GH-CUST-00049,Prince,Sarpong,prince.sarpong66@example.com,Accra,GH,11.07.2023
GH-CUST-00050,Nana,Amoah,nana.amoah181@example.com,Koforidua,GH,23.04.2023
GH-CUST-00051,Adjoa,Nkrumah,adjoa.nkrumah247@example.com,Tamale,GH,09/13/2025 00:00
GH-CUST-00052,Gifty,Mensah,gifty.mensah628@example.com,Cape Coast,GH,09.10.2025
GH-CUST-00053,Emmanuel,Adjei,emmanuel.adjei386@example.com,Tema,GH,02.08.2024
GH-CUST-00054,Kojo,Baffour,kojo.baffour201@example.com,Takoradi,GH,03/07/2024 00:00
GH-CUST-00055,Comfort,Adjei,comfort.adjei351@example.com,Sunyani,GH,2023-05-16 00:00:00
GH-CUST-00056,Kwaku,Adjei,kwaku.adjei205@example.com,Ho,GH,04/19/2023 00:00
GH-CUST-00057,Akosua,Owusu,akosua.owusu43@example.com,Takoradi,GH,29-Aug-2023
GH-CUST-00058,Kwesi,Baffour,kwesi.baffour678@example.com,Cape Coast,GH,2024-06-22 00:00:00
GH-CUST-00059,Kwaku,Sarpong,kwaku.sarpong249@example.com,Bolgatanga,GH,2024-08-18 00:00:00
GH-CUST-00060,Emmanuel,Frimpong,emmanuel.frimpong209@example.com,Takoradi,GH,08/06/2024 00:00
GH-CUST-00061,Kwesi,Adu,kwesi.adu561@example.com,Kumasi,GH,2023-11-08 00:00:00
GH-CUST-00062,Comfort,Appiah,comfort.appiah821@example.com,Kumasi,GH,2025-02-23 00:00:00
GH-CUST-00063,Yaa,Agyeman,yaa.agyeman169@example.com,Bolgatanga,GH,2024-03-26 00:00:00
GH-CUST-00064,Grace,Baffour,grace.baffour651@example.com,Koforidua,GH,2025-12-03 00:00:00
GH-CUST-00065,Kofi,Mensah,kofi.mensah822@example.com,Ho,GH,05/05/2023 00:00
GH-CUST-00066,Ama,Darko,ama.darko592@example.com,Sunyani,GH,2025-09-09 00:00:00
GH-CUST-00067,Kojo,Sarpong,kojo.sarpong623@example.com,Koforidua,GH,10/10/2024 00:00
GH-CUST-00068,Adjoa,Ofori,adjoa.ofori277@example.com,Cape Coast,GH,2023-05-11 00:00:00
GH-CUST-00069,Gifty,Agyeman,gifty.agyeman299@example.com,Tema,GH,07/13/2025 00:00
GH-CUST-00070,Grace,Baffour,grace.baffour607@example.com,Takoradi,GH,03/14/2025 00:00
GH-CUST-00071,Akosua,Mensah,akosua.mensah238@example.com,Tamale,GH,25.10.2025
GH-CUST-00072,Gifty,Osei,gifty.osei231@example.com,Accra,GH,25-May-2023
GH-CUST-00073,Adjoa,Owusu,adjoa.owusu329@example.com,Cape Coast,GH,2023-01-21 00:00:00
GH-CUST-00074,Gifty,Mensah,gifty.mensah638@example.com,Takoradi,GH,17-Jan-2025
GH-CUST-00075,Kojo,Baffour,kojo.baffour248@example.com,Bolgatanga,GH,11/27/2024 00:00
GH-CUST-00076,Prince,Owusu,prince.owusu393@example.com,Accra,GH,09/11/2025 00:00
GH-CUST-00077,Ama,Agyeman,ama.agyeman189@example.com,Ho,GH,29-Jun-2025
GH-CUST-00078,Abena,Agyeman,abena.agyeman554@example.com,Cape Coast,GH,04/18/2023 00:00
GH-CUST-00079,Akosua,Baffour,akosua.baffour534@example.com,Sunyani,GH,12/17/2023 00:00
GH-CUST-00080,Comfort,Sarpong,comfort.sarpong354@example.com,Ho,GH,11/09/2024 00:00
GH-CUST-00081,Kwame,Owusu,kwame.owusu697@example.com,Accra,GH,18.08.2023
GH-CUST-00082,Akosua,Adjei,akosua.adjei564@example.com,Cape Coast,GH,26-Sep-2024
GH-CUST-00083,Gifty,Osei,gifty.osei458@example.com,Accra,GH,2024-07-09 00:00:00
GH-CUST-00084,Adjoa,Boateng,adjoa.boateng877@example.com,Ho,GH,2025-08-12 00:00:00
GH-CUST-00085,Kwaku,Osei,kwaku.osei106@example.com,Tamale,GH,14-Jul-2025
GH-CUST-00086,Abena,Asante,abena.asante353@example.com,Tamale,GH,05/29/2024 00:00
GH-CUST-00087,Prince,Owusu,prince.owusu985@example.com,Accra,GH,03/03/2024 00:00
GH-CUST-00088,Kwame,Amoah,kwame.amoah741@example.com,Kumasi,GH,04/17/2023 00:00
GH-CUST-00089,Emmanuel,Osei,emmanuel.osei781@example.com,Ho,GH,2023-05-19 00:00:00
GH-CUST-00090,Kojo,Adu,kojo.adu610@example.com,Tamale,GH,30-Nov-2024
GH-CUST-00091,Abena,Sarpong,abena.sarpong160@example.com,Kumasi,GH,06/02/2025 00:00
GH-CUST-00092,Nana,Asante,nana.asante506@example.com,Accra,GH,05/23/2025 00:00
GH-CUST-00093,Kwaku,Mensah,kwaku.mensah163@example.com,Tamale,GH,2024-12-15 00:00:00
GH-CUST-00094,Nana,Baffour,nana.baffour448@example.com,Sunyani,GH,12/26/2025 00:00
GH-CUST-00095,Yaw,Appiah,yaw.appiah293@example.com,Koforidua,GH,05/05/2025 00:00
GH-CUST-00096,Yaw,Agyeman,yaw.agyeman311@example.com,Takoradi,GH,16.01.2025
GH-CUST-00097,Comfort,Appiah,comfort.appiah970@example.com,Bolgatanga,GH,22-Jan-2025
GH-CUST-00098,Adjoa,Baffour,adjoa.baffour66@example.com,Tamale,GH,17.12.2023
GH-CUST-00099,Gifty,Asante,gifty.asante918@example.com,Bolgatanga,GH,14.09.2024
GH-CUST-00100,Kofi,Adjei,kofi.adjei374@example.com,Koforidua,GH,02-Mar-2024
GH-CUST-00101,Yaa,Agyeman,yaa.agyeman780@example.com,Koforidua,GH,26.12.2023
GH-CUST-00102,Yaa,Adjei,yaa.adjei363@example.com,Ho,GH,27.05.2025
GH-CUST-00103,Emmanuel,Ofori,emmanuel.ofori598@example.com,Sunyani,GH,03.01.2025
GH-CUST-00104,Emmanuel,Frimpong,emmanuel.frimpong330@example.com,Accra,GH,29-Aug-2023
GH-CUST-00105,Adjoa,Asante,adjoa.asante476@example.com,Sunyani,GH,26.04.2025
GH-CUST-00106,Abena,Owusu,abena.owusu384@example.com,Kumasi,GH,11.01.2023
GH-CUST-00107,Gifty,Osei,gifty.osei423@example.com,Tema,GH,27-Oct-2025
GH-CUST-00108,Kwame,Adjei,kwame.adjei435@example.com,Tamale,GH,21-Jun-2024
GH-CUST-00109,Gifty,Frimpong,gifty.frimpong366@example.com,Bolgatanga,GH,2023-04-05 00:00:00
GH-CUST-00110,Akosua,Baffour,akosua.baffour860@example.com,Sunyani,GH,14-Jan-2023
GH-CUST-00111,Ama,Appiah,ama.appiah381@example.com,Ho,GH,06.03.2023
GH-CUST-00112,Yaw,Ofori,yaw.ofori782@example.com,Tamale,GH,09.08.2025
GH-CUST-00113,Kwame,Appiah,kwame.appiah655@example.com,Accra,GH,11/20/2023 00:00
GH-CUST-00114,Abena,Appiah,abena.appiah189@example.com,Kumasi,GH,2024-04-04 00:00:00
GH-CUST-00115,Kwabena,Adjei,kwabena.adjei717@example.com,Cape Coast,GH,02/21/2025 00:00
GH-CUST-00116,Emmanuel,Baffour,emmanuel.baffour332@example.com,Takoradi,GH,16.07.2023
GH-CUST-00117,Grace,Adu,grace.adu605@example.com,Cape Coast,GH,2025-08-23 00:00:00
GH-CUST-00118,Abena,Boateng,abena.boateng690@example.com,Tamale,GH,04.11.2024
GH-CUST-00119,Adjoa,Darko,adjoa.darko321@example.com,Ho,GH,04/02/2024 00:00
GH-CUST-00120,Abena,Adjei,abena.adjei624@example.com,Bolgatanga,GH,17-May-2023
GH-CUST-00121,Prince,Sarpong,prince.sarpong967@example.com,Takoradi,GH,14.12.2024
GH-CUST-00122,Kojo,Osei,kojo.osei733@example.com,Ho,GH,27.08.2025
GH-CUST-00123,Kofi,Osei,kofi.osei586@example.com,Accra,GH,2023-04-01 00:00:00
GH-CUST-00124,Comfort,Owusu,comfort.owusu684@example.com,Koforidua,GH,10-Sep-2024
GH-CUST-00125,Ama,Owusu,ama.owusu82@example.com,Kumasi,GH,11-Aug-2024
GH-CUST-00126,Ama,Agyeman,ama.agyeman872@example.com,Sunyani,GH,2023-02-22 00:00:00
GH-CUST-00127,Kwesi,Nkrumah,kwesi.nkrumah289@example.com,Accra,GH,21-Oct-2024
GH-CUST-00128,Yaw,Adu,yaw.adu64@example.com,Cape Coast,GH,27.02.2023
GH-CUST-00129,Gifty,Frimpong,gifty.frimpong796@example.com,Tema,GH,11/30/2025 00:00
GH-CUST-00130,Efua,Adjei,efua.adjei615@example.com,Tema,GH,07/12/2024 00:00
GH-CUST-00131,Kofi,Mensah,kofi.mensah167@example.com,Cape Coast,GH,04.02.2023
GH-CUST-00132,Kofi,Appiah,kofi.appiah643@example.com,Ho,GH,13.04.2025
GH-CUST-00133,Efua,Asante,efua.asante561@example.com,Koforidua,GH,06/26/2025 00:00
GH-CUST-00134,Abena,Nkrumah,abena.nkrumah724@example.com,Accra,GH,03.02.2025
GH-CUST-00135,Yaw,Nkrumah,yaw.nkrumah621@example.com,Kumasi,GH,04/09/2023 00:00
GH-CUST-00136,Nana,Sarpong,nana.sarpong778@example.com,Koforidua,GH,2025-08-12 00:00:00
GH-CUST-00137,Nana,Baffour,nana.baffour879@example.com,Accra,GH,2025-04-03 00:00:00
GH-CUST-00138,Yaa,Amoah,yaa.amoah217@example.com,Kumasi,GH,2025-01-17 00:00:00
GH-CUST-00139,Kwabena,Amoah,kwabena.amoah210@example.com,Ho,GH,16.02.2025
GH-CUST-00140,Adjoa,Sarpong,adjoa.sarpong993@example.com,Ho,GH,24-Nov-2023
GH-CUST-00141,Nana,Asante,nana.asante598@example.com,Sunyani,GH,09/27/2023 00:00
GH-CUST-00142,Yaa,Boateng,yaa.boateng398@example.com,Tema,GH,2024-05-30 00:00:00
GH-CUST-00143,Yaa,Mensah,yaa.mensah661@example.com,Ho,GH,31-Dec-2023
GH-CUST-00144,Yaa,Boateng,yaa.boateng12@example.com,Accra,GH,12/14/2023 00:00
GH-CUST-00145,Adjoa,Owusu,adjoa.owusu28@example.com,Tamale,GH,14.06.2024
GH-CUST-00146,Prince,Baffour,prince.baffour113@example.com,Bolgatanga,GH,15-Nov-2024
GH-CUST-00147,Kwaku,Amoah,kwaku.amoah268@example.com,Bolgatanga,GH,03.02.2024
GH-CUST-00148,Yaa,Agyeman,yaa.agyeman489@example.com,Takoradi,GH,04.01.2025
GH-CUST-00149,Prince,Owusu,prince.owusu750@example.com,Takoradi,GH,27-Aug-2025
GH-CUST-00150,Kwame,Boateng,kwame.boateng529@example.com,Ho,GH,2023-07-01 00:00:00
GH-CUST-00151,Yaw,Darko,yaw.darko816@example.com,Takoradi,GH,27.08.2025
GH-CUST-00152,Kwabena,Agyeman,kwabena.agyeman97@example.com,Takoradi,GH,06/28/2024 00:00
GH-CUST-00153,Kwabena,Amoah,kwabena.amoah645@example.com,Kumasi,GH,2025-06-24 00:00:00
GH-CUST-00154,Nana,Boateng,nana.boateng502@example.com,Tamale,GH,27-Oct-2025
GH-CUST-00155,Gifty,Ofori,gifty.ofori252@example.com,Takoradi,GH,10-Nov-2025
GH-CUST-00156,Gifty,Asante,gifty.asante743@example.com,Ho,GH,05/21/2023 00:00
GH-CUST-00157,Kwabena,Appiah,kwabena.appiah851@example.com,Accra,GH,11/05/2025 00:00
GH-CUST-00158,Kwabena,Asante,kwabena.asante289@example.com,Cape Coast,GH,29.11.2025
GH-CUST-00159,Ama,Nkrumah,ama.nkrumah619@example.com,Kumasi,GH,2025-10-02 00:00:00
GH-CUST-00160,Yaa,Amoah,yaa.amoah362@example.com,Bolgatanga,GH,2025-09-01 00:00:00
GH-CUST-00161,Kwesi,Adjei,kwesi.adjei685@example.com,Tamale,GH,2024-11-28 00:00:00
GH-CUST-00162,Kwame,Appiah,kwame.appiah302@example.com,Ho,GH,12/03/2023 00:00
GH-CUST-00163,Efua,Boateng,efua.boateng45@example.com,Koforidua,GH,09/12/2023 00:00
GH-CUST-00164,Yaw,Darko,yaw.darko505@example.com,Koforidua,GH,07/18/2024 00:00
GH-CUST-00165,Efua,Asante,efua.asante912@example.com,Takoradi,GH,02.05.2023
GH-CUST-00166,Emmanuel,Appiah,emmanuel.appiah725@example.com,Tema,GH,06-Jul-2023
GH-CUST-00167,Ama,Darko,ama.darko944@example.com,Takoradi,GH,2024-12-12 00:00:00
GH-CUST-00168,Ama,Ofori,ama.ofori168@example.com,Ho,GH,2023-11-29 00:00:00
GH-CUST-00169,Kofi,Nkrumah,kofi.nkrumah628@example.com,Tamale,GH,23-Sep-2025
GH-CUST-00170,Comfort,Sarpong,comfort.sarpong414@example.com,Cape Coast,GH,2023-12-26 00:00:00
GH-CUST-00171,Kofi,Baffour,kofi.baffour9@example.com,Koforidua,GH,20-Apr-2023
GH-CUST-00172,Kwabena,Asante,kwabena.asante141@example.com,Ho,GH,08/05/2023 00:00
GH-CUST-00173,Efua,Mensah,efua.mensah860@example.com,Koforidua,GH,12-Feb-2025
GH-CUST-00174,Akosua,Nkrumah,akosua.nkrumah399@example.com,Takoradi,GH,11/09/2023 00:00
GH-CUST-00175,Yaw,Darko,yaw.darko45@example.com,Tema,GH,2023-07-25 00:00:00
GH-CUST-00176,Ama,Amoah,ama.amoah947@example.com,Cape Coast,GH,11.02.2025
GH-CUST-00177,Kwame,Osei,kwame.osei85@example.com,Bolgatanga,GH,14.12.2025
GH-CUST-00178,Grace,Amoah,grace.amoah279@example.com,Tema,GH,23-Jul-2024
GH-CUST-00179,Kojo,Sarpong,kojo.sarpong478@example.com,Cape Coast,GH,2023-10-28 00:00:00
GH-CUST-00180,Akosua,Frimpong,akosua.frimpong806@example.com,Cape Coast,GH,09/19/2024 00:00
GH-CUST-00181,Yaw,Adu,yaw.adu422@example.com,Tema,GH,17.04.2024
GH-CUST-00182,Prince,Mensah,prince.mensah833@example.com,Cape Coast,GH,25.02.2025
GH-CUST-00183,Yaw,Adjei,yaw.adjei265@example.com,Cape Coast,GH,16-Sep-2024
GH-CUST-00184,Adjoa,Frimpong,adjoa.frimpong530@example.com,Cape Coast,GH,20.05.2023
GH-CUST-00185,Abena,Appiah,abena.appiah138@example.com,Tema,GH,13-Nov-2025
GH-CUST-00186,Akosua,Baffour,akosua.baffour886@example.com,Tema,GH,02/05/2023 00:00
GH-CUST-00187,Kwame,Amoah,kwame.amoah85@example.com,Takoradi,GH,01.09.2025
GH-CUST-00188,Kojo,Owusu,kojo.owusu962@example.com,Takoradi,GH,07/20/2023 00:00
GH-CUST-00189,Yaa,Frimpong,yaa.frimpong267@example.com,Tema,GH,12/15/2025 00:00
GH-CUST-00190,Gifty,Agyeman,gifty.agyeman497@example.com,Koforidua,GH,09/17/2025 00:00
GH-CUST-00191,Nana,Boateng,nana.boateng258@example.com,Tema,GH,11/07/2023 00:00
GH-CUST-00192,Efua,Boateng,efua.boateng325@example.com,Tamale,GH,01/04/2023 00:00
GH-CUST-00193,Grace,Agyeman,grace.agyeman776@example.com,Cape Coast,GH,07/20/2023 00:00
GH-CUST-00194,Akosua,Frimpong,akosua.frimpong185@example.com,Tamale,GH,15-Apr-2024
GH-CUST-00195,Kojo,Asante,kojo.asante305@example.com,Koforidua,GH,21-May-2023
GH-CUST-00196,Adjoa,Agyeman,adjoa.agyeman51@example.com,Koforidua,GH,17-Apr-2023
GH-CUST-00197,Ama,Appiah,ama.appiah611@example.com,Takoradi,GH,29-Sep-2025
GH-CUST-00198,Kwaku,Darko,kwaku.darko164@example.com,Tema,GH,2023-07-18 00:00:00
GH-CUST-00199,Grace,Nkrumah,grace.nkrumah194@example.com,Ho,GH,31.07.2025
GH-CUST-00200,Adjoa,Appiah,adjoa.appiah967@example.com,Sunyani,GH,04/08/2024 00:00
GH-CUST-00201,Kofi,Amoah,kofi.amoah901@example.com,Tema,GH,2023-07-24 00:00:00
GH-CUST-00202,Comfort,Sarpong,comfort.sarpong578@example.com,Ho,GH,2025-11-22 00:00:00
GH-CUST-00203,Grace,Boateng,grace.boateng819@example.com,Kumasi,GH,07/07/2024 00:00
GH-CUST-00204,Comfort,Boateng,comfort.boateng838@example.com,Koforidua,GH,26.04.2024
GH-CUST-00205,Kojo,Mensah,kojo.mensah262@example.com,Sunyani,GH,01/24/2024 00:00
GH-CUST-00206,Prince,Nkrumah,prince.nkrumah193@example.com,Tema,GH,09/24/2024 00:00
GH-CUST-00207,Kwaku,Adjei,kwaku.adjei694@example.com,Bolgatanga,GH,2025-07-18 00:00:00
GH-CUST-00208,Gifty,Adu,gifty.adu641@example.com,Tamale,GH,26.01.2023
GH-CUST-00209,Kwesi,Agyeman,kwesi.agyeman299@example.com,Tamale,GH,31.10.2023
GH-CUST-00210,Kwaku,Asante,kwaku.asante628@example.com,Accra,GH,15-Jun-2023
GH-CUST-00211,Ama,Boateng,ama.boateng198@example.com,Sunyani,GH,03/29/2024 00:00
GH-CUST-00212,Akosua,Darko,akosua.darko674@example.com,Accra,GH,22-Nov-2025
GH-CUST-00213,Kwabena,Adjei,kwabena.adjei492@example.com,Cape Coast,GH,10/26/2025 00:00
GH-CUST-00214,Prince,Mensah,prince.mensah122@example.com,Koforidua,GH,2023-10-05 00:00:00
GH-CUST-00215,Kwabena,Sarpong,kwabena.sarpong635@example.com,Koforidua,GH,2025-06-03 00:00:00
GH-CUST-00216,Kwesi,Osei,kwesi.osei872@example.com,Cape Coast,GH,08/17/2023 00:00
GH-CUST-00217,Emmanuel,Appiah,emmanuel.appiah298@example.com,Cape Coast,GH,01/07/2025 00:00
GH-CUST-00218,Kwesi,Adu,kwesi.adu585@example.com,Sunyani,GH,07.06.2023
GH-CUST-00219,Kojo,Agyeman,kojo.agyeman93@example.com,Kumasi,GH,07-Aug-2025
GH-CUST-00220,Grace,Sarpong,grace.sarpong437@example.com,Kumasi,GH,10.04.2025
GH-CUST-00221,Kwesi,Boateng,kwesi.boateng50@example.com,Ho,GH,18.04.2023
GH-CUST-00222,Efua,Adjei,efua.adjei770@example.com,Accra,GH,22-Oct-2023
GH-CUST-00223,Nana,Baffour,nana.baffour120@example.com,Accra,GH,09/16/2023 00:00
GH-CUST-00224,Yaw,Baffour,yaw.baffour348@example.com,Tamale,GH,23.08.2025
GH-CUST-00225,Kofi,Mensah,kofi.mensah20@example.com,Accra,GH,17-Mar-2024
GH-CUST-00226,Yaa,Sarpong,yaa.sarpong882@example.com,Koforidua,GH,10/01/2024 00:00
GH-CUST-00227,Prince,Frimpong,prince.frimpong562@example.com,Takoradi,GH,07-Jul-2024
GH-CUST-00228,Kofi,Amoah,kofi.amoah515@example.com,Tema,GH,02-Jun-2023
GH-CUST-00229,Ama,Asante,ama.asante110@example.com,Tamale,GH,2023-12-23 00:00:00
GH-CUST-00230,Comfort,Appiah,comfort.appiah417@example.com,Takoradi,GH,01-Feb-2024
GH-CUST-00231,Kojo,Nkrumah,kojo.nkrumah96@example.com,Kumasi,GH,2023-10-13 00:00:00
GH-CUST-00232,Kwaku,Owusu,kwaku.owusu158@example.com,Accra,GH,02/18/2025 00:00
GH-CUST-00233,Ama,Adu,ama.adu372@example.com,Accra,GH,17-Mar-2023
GH-CUST-00234,Nana,Adjei,nana.adjei741@example.com,Ho,GH,24.12.2023
GH-CUST-00235,Kwabena,Osei,kwabena.osei164@example.com,Bolgatanga,GH,29.10.2024
GH-CUST-00236,Esi,Nkrumah,esi.nkrumah507@example.com,Cape Coast,GH,02/09/2025 00:00
GH-CUST-00237,Kofi,Ofori,kofi.ofori95@example.com,Bolgatanga,GH,31.08.2024
GH-CUST-00238,Adjoa,Asante,adjoa.asante395@example.com,Takoradi,GH,11/23/2024 00:00
GH-CUST-00239,Adjoa,Adjei,adjoa.adjei854@example.com,Tamale,GH,22-Feb-2024
GH-CUST-00240,Kwabena,Amoah,kwabena.amoah435@example.com,Sunyani,GH,14-Jul-2025
GH-CUST-00241,Kojo,Appiah,kojo.appiah934@example.com,Sunyani,GH,13-Sep-2025
GH-CUST-00242,Kofi,Frimpong,kofi.frimpong660@example.com,Cape Coast,GH,2025-06-20 00:00:00
GH-CUST-00243,Efua,Sarpong,efua.sarpong963@example.com,Tema,GH,12/07/2023 00:00
GH-CUST-00244,Akosua,Appiah,akosua.appiah369@example.com,Accra,GH,24.05.2025
GH-CUST-00245,Kojo,Sarpong,kojo.sarpong619@example.com,Cape Coast,GH,2025-07-10 00:00:00
GH-CUST-00246,Esi,Amoah,esi.amoah494@example.com,Takoradi,GH,20-Jun-2023
GH-CUST-00247,Kwesi,Agyeman,kwesi.agyeman871@example.com,Cape Coast,GH,13-Nov-2025
GH-CUST-00248,Ama,Owusu,ama.owusu439@example.com,Kumasi,GH,2023-04-06 00:00:00
GH-CUST-00249,Adjoa,Baffour,adjoa.baffour241@example.com,Tema,GH,01/28/2025 00:00
GH-CUST-00250,Kofi,Boateng,kofi.boateng287@example.com,Tema,GH,11.01.2024
GH-CUST-00251,Kwame,Owusu,kwame.owusu24@example.com,Tema,GH,06/18/2024 00:00
GH-CUST-00252,Nana,Asante,nana.asante426@example.com,Ho,GH,02/24/2023 00:00
GH-CUST-00253,Abena,Sarpong,abena.sarpong515@example.com,Tema,GH,04-Apr-2024
GH-CUST-00254,Efua,Nkrumah,efua.nkrumah649@example.com,Cape Coast,GH,07.07.2025
GH-CUST-00255,Gifty,Adu,gifty.adu579@example.com,Bolgatanga,GH,16.09.2025
GH-CUST-00256,Kojo,Sarpong,kojo.sarpong945@example.com,Cape Coast,GH,2023-11-28 00:00:00
GH-CUST-00257,Akosua,Agyeman,akosua.agyeman543@example.com,Sunyani,GH,10-Dec-2023
GH-CUST-00258,Abena,Baffour,abena.baffour262@example.com,Ho,GH,10.10.2025
GH-CUST-00259,Kwesi,Adu,kwesi.adu883@example.com,Ho,GH,01-Jun-2025
GH-CUST-00260,Kwabena,Nkrumah,kwabena.nkrumah59@example.com,Takoradi,GH,2025-11-13 00:00:00
GH-CUST-00261,Abena,Mensah,abena.mensah880@example.com,Ho,GH,07-Apr-2025
GH-CUST-00262,Grace,Amoah,grace.amoah111@example.com,Tema,GH,08/09/2023 00:00
GH-CUST-00263,Kwabena,Adjei,kwabena.adjei494@example.com,Sunyani,GH,05/26/2023 00:00
GH-CUST-00264,Nana,Nkrumah,nana.nkrumah222@example.com,Tamale,GH,2025-06-18 00:00:00
GH-CUST-00265,Kwame,Mensah,kwame.mensah746@example.com,Tamale,GH,23-Jan-2025
GH-CUST-00266,Kwaku,Nkrumah,kwaku.nkrumah821@example.com,Kumasi,GH,22.09.2025
GH-CUST-00267,Nana,Asante,nana.asante209@example.com,Tema,GH,2024-01-06 00:00:00
GH-CUST-00268,Prince,Darko,prince.darko79@example.com,Sunyani,GH,2024-03-29 00:00:00
GH-CUST-00269,Kofi,Adjei,kofi.adjei827@example.com,Cape Coast,GH,14.04.2025
